tx,rx_rssi,fp_rssi,range,nlos
2,-70.19,-81.91,3.7206,0
2,-67.79,-77.18,3.551747,0
2,-67.41,-75.64,3.570509,0
2,-67.62,-75.72,3.631483,0
2,-70.39,-79.85,3.532986,0
2,-67.64,-74.8,3.842549,0
2,-66.97,-72.54,3.523605,0
2,-67.6,-80.01,3.143686,0
2,-68.13,-73.35,3.204661,0
2,-68.02,-73.74,3.199971,0
2,-67.5,-76.69,3.162448,0
2,-67.08,-73.43,3.181209,0
2,-67.95,-73.63,3.167138,0
2,-69.32,-73.69,3.232803,0
2,-68.06,-72.68,3.115544,0
2,-67.2,-75.96,2.820052,0
2,-67.56,-83.43,2.93262,0
2,-70.04,-81.42,2.374468,0
2,-68.28,-83.09,2.327564,0
2,-68.05,-74.56,2.018001,0
2,-67.29,-78.81,1.919503,0
2,-67.19,-75.51,1.544275,0
2,-68.75,-77.8,1.455158,0
2,-69.26,-77,1.028335,0
2,-67.37,-88.82,1.023645,0
2,-67.33,-74.89,1.492681,0
2,-68.3,-76.91,1.792863,0
2,-68.92,-78.34,1.914813,0
2,-67.55,-77.38,1.900742,0
2,-68.25,-80.27,1.87729,0
2,-67.76,-77.15,2.214996,0
2,-68.17,-72.1,2.843503,0
2,-69.04,-79.42,3.256255,0
2,-67.99,-78.29,2.998285,0
2,-68.17,-87.01,3.32192,0
2,-68.18,-89.4,3.7206,0
2,-68.93,-79.95,3.683077,0
2,-68.33,-75.36,3.58458,0
2,-67.49,-76.4,4.156803,0
2,-68.92,-80.89,4.302204,0
2,-68.68,-79.66,4.658672,0
2,-67.45,-74.72,4.316275,0
2,-67.31,-94.23,4.747788,0
2,-67.95,-78.39,4.138042,0
2,-69.17,-76.34,4.653981,0
2,-68.48,-74.49,3.969189,0
2,-68.12,-78.44,4.325656,0
2,-67.93,-92.27,3.687768,0
2,-67.53,-78.14,3.678387,0
2,-71.41,-79.54,4.560174,0
2,-68.84,-88.4,4.386631,0
2,-67.53,-76.29,4.719646,0
2,-68.09,-75.06,4.156803,0
2,-69.51,-88.07,4.156803,0
2,-69.1,-75.25,4.288133,0
2,-68.93,-78.89,4.841595,0
2,-66.79,-80.03,4.086448,0
2,-68.01,-82.04,4.6446,0
2,-68.99,-80,4.264682,0
2,-67.75,-77.97,4.016093,0
2,-67.14,-72.48,3.941047,0
2,-67.27,-79.98,4.086448,0
2,-68.1,-73.94,3.659626,0
2,-68.12,-73.5,3.354752,0
2,-67.33,-73.79,3.162448,0
2,-67.25,-88.05,2.923239,0
2,-68.1,-80.06,2.688722,0
2,-68.64,-93.83,2.449513,0
2,-68.82,-76.55,2.299422,0
2,-68.65,-77.86,2.154021,0
2,-67.44,-77.21,1.830386,0
2,-67.07,-75.51,1.638082,0
2,-68.23,-78.25,1.366041,0
2,-68.36,-83.66,1.08462,0
2,-67.38,-76.63,1.239401,0
2,-66.71,-72.87,1.112762,0
2,-66.27,-73.93,0.939219,0
2,-68.05,-76.73,1.131523,0
2,-67.72,-77.82,1.276924,0
2,-66.52,-77.55,1.22533,0
2,-68.34,-81.78,1.183117,0
2,-68.11,-77.56,1.553655,0
2,-68.28,-73.29,1.389493,0
2,-66.59,-73.17,1.248782,0
2,-67.8,-75.01,1.914813,0
2,-69.3,-79.96,2.599605,0
2,-67.62,-76.01,2.754387,0
2,-67.64,-87.02,2.862265,0
2,-68.54,-80.24,2.923239,0
2,-71.32,-93.68,3.087402,0
2,-67.79,-75.74,3.293778,0
2,-67.28,-92.71,3.593961,0
2,-69.49,-94.92,4.485128,0
2,-68.3,-88.2,4.170874,0
2,-69.14,-78.99,4.283443,0
2,-67.56,-75.37,4.274062,0
2,-67.45,-79.21,4.677433,0
2,-68.42,-77.9,4.37725,0
2,-69.92,-83.53,4.574245,0
2,-68.68,-76.14,4.447605,0
2,-66.54,-73.26,4.053615,0
2,-68.96,-73.15,4.128661,0
2,-71.11,-80.71,4.339727,0
2,-67.75,-73.47,4.058306,0
2,-68.35,-80.35,4.89788,0
2,-67.54,-78.69,4.147423,0
2,-68,-77.64,4.320966,0
2,-69.27,-76.88,4.625839,0
2,-69.99,-90.01,4.044235,0
2,-68.77,-77.54,3.969189,0
2,-69.31,-79.27,3.908214,0
2,-68.71,-79.78,3.462631,0
2,-67.79,-80.43,3.167138,0
2,-66.74,-76.23,2.951382,0
2,-67.51,-73.44,2.618366,0
2,-69.06,-73.03,2.318183,0
2,-67.98,-75.36,2.14464,0
2,-67.13,-72.93,1.47861,0
2,-67.87,-76.15,1.366041,0
2,-67.48,-94.04,1.056477,0
2,-68.6,-83.57,1.187807,0
2,-68.2,-76.99,1.361351,0
2,-67.44,-83.29,1.74596,0
2,-67.26,-93.95,2.064904,0
2,-68.56,-84.45,2.834123,0
2,-69.03,-89.98,2.890407,0
2,-68.1,-91.93,3.406346,0
2,-68.95,-90.85,3.711219,0
2,-68.22,-77.3,3.532986,0
2,-69.43,-84.61,3.98326,0
2,-68.66,-81.64,4.025473,0
2,-68.13,-76.32,4.072377,0
2,-68.46,-96.77,3.964499,0
2,-69.02,-88.66,4.199017,0
2,-68.87,-83.81,4.091138,0
2,-67.8,-76.12,4.433534,0
2,-68.38,-72.36,4.583626,0
2,-67.98,-75.96,4.583626,0
2,-68.07,-88.88,3.945737,0
2,-67.64,-76.67,4.236539,0
2,-67.99,-77.24,3.837859,0
2,-69.25,-76.43,4.100519,0
2,-67.32,-84.12,3.45325,0
2,-66.75,-74.57,3.514224,0
2,-68.85,-85.29,3.148377,0
2,-67.72,-74.78,3.040498,0
2,-67.27,-74.46,2.674651,0
2,-67.31,-75.97,2.754387,0
2,-68.28,-83.5,2.318183,0
2,-67.57,-79.07,1.989858,0
2,-69.38,-74.79,1.74596,0
2,-68.46,-79.83,1.708437,0
2,-66.18,-77.23,1.633391,0
2,-68.63,-75.87,1.370731,0
2,-67.98,-78.01,1.258163,0
2,-68.08,-84.99,1.159665,0
2,-67.77,-86.42,1.08462,0
2,-67.59,-76.71,0.990812,0
2,-68.49,-86.5,0.915767,0
2,-67.87,-73.59,0.817269,0
2,-67.12,-75.2,0.925147,0
2,-66.54,-73.87,0.901696,0
2,-67.38,-73.88,0.887625,0
2,-67.07,-71.83,0.929838,0
2,-84.01,-101.89,7.810591,1
2,-84.01,-101.89,7.810591,1
2,-84.01,-101.89,7.810591,1
2,-84.01,-101.89,7.810591,1
2,-84.01,-101.89,7.810591,1
2,-84.01,-101.89,7.810591,1
2,-84.01,-101.89,7.810591,1
2,-84.01,-101.89,7.810591,1
2,-84.01,-101.89,7.810591,1
2,-84.01,-101.89,7.810591,1
2,-84.01,-101.89,7.810591,1
2,-84.01,-101.89,7.810591,1
2,-84.01,-101.89,7.810591,1
2,-84.01,-101.89,7.810591,1
2,-84.01,-101.89,7.810591,1
2,-84.01,-101.89,7.810591,1
2,-84.01,-101.89,7.810591,1
2,-84.01,-101.89,7.810591,1
2,-84.01,-101.89,7.810591,1
2,-84.01,-101.89,7.810591,1
2,-84.01,-101.89,7.810591,1
2,-84.01,-101.89,7.810591,1
2,-84.01,-101.89,7.810591,1
2,-84.01,-101.89,7.810591,1
2,-68.22,-74.75,1.74596,0
2,-66.9,-75.03,1.699056,0
2,-67.21,-73.78,1.839767,0
2,-66.51,-72.52,1.802244,0
2,-67.36,-72.69,1.764721,0
2,-66.97,-72.44,1.821006,0
2,-67.52,-72.62,1.806935,0
2,-66.43,-73.31,1.811625,0
2,-68.15,-74.44,1.736579,0
2,-67.09,-74.17,1.797554,0
2,-67.36,-71.88,1.708437,0
2,-67.03,-73.29,1.778792,0
2,-68.01,-76.51,1.567726,0
2,-67.67,-77.81,1.380112,0
2,-68.16,-73.28,1.056477,0
2,-67.24,-72.36,0.83134,0
2,-68.12,-75.48,1.122142,0
2,-67.19,-74.01,1.459848,0
2,-67.63,-75.8,1.516132,0
2,-68.13,-74.59,1.422325,0
2,-67.26,-76.25,1.427016,0
2,-67.56,-74.5,1.516132,0
2,-68.16,-73.5,1.412945,0
2,-68.15,-74.52,1.811625,0
2,-67.29,-92.48,2.093046,0
2,-69.64,-75.26,2.627747,0
2,-67.62,-73.05,2.909168,0
2,-68.51,-74.6,2.984214,0
2,-68.67,-80.02,2.876336,0
2,-67.67,-86.88,3.298468,0
2,-68.54,-89.83,3.98326,0
2,-68.5,-90.29,4.386631,0
2,-69.64,-79.95,4.658672,0
2,-68.66,-88.99,3.98795,0
2,-69.43,-74.62,4.729027,0
2,-68.09,-84.5,4.466367,0
2,-68.58,-88.6,4.344418,0
2,-68.09,-90.47,4.259991,0
2,-67.89,-82.93,4.593007,0
2,-69.19,-78.65,4.677433,0
2,-69.81,-85.82,4.213088,0
2,-68.91,-75.35,4.24592,0
2,-66.81,-75.3,4.700885,0
2,-67.9,-77.14,4.217778,0
2,-70.09,-75.7,4.841595,0
2,-67.83,-73.88,4.37256,0
2,-67.8,-75.52,4.11459,0
2,-67.68,-81.61,4.414773,0
2,-68.58,-82.27,3.870692,0
2,-66.89,-79.35,3.654935,0
2,-67.77,-79.5,3.523605,0
2,-68.27,-79.73,3.406346,0
2,-66.95,-72.5,3.167138,0
2,-68.79,-75.2,3.012356,0
2,-68.27,-88.97,2.613676,0
2,-67.38,-78.33,2.426062,0
2,-67.31,-73.76,2.149331,0
2,-68.18,-83.03,1.853838,0
2,-67.95,-76.24,1.577107,0
2,-67.81,-79.07,1.328518,0
2,-67.93,-76.76,1.75065,0
2,-68.2,-77.54,1.211259,0
2,-68.02,-76.67,1.178427,0
2,-68.45,-77.05,1.150285,0
2,-67.3,-78.84,1.131523,0
2,-67.72,-76.19,1.164356,0
2,-67.89,-77,1.169046,0
2,-67.47,-77.2,1.150285,0
2,-67.96,-77.71,0.976741,0
2,-67.84,-81.83,1.403564,0
2,-67.51,-78.05,1.441087,0
2,-67.96,-76.34,1.722508,0
2,-68.16,-80.2,1.999239,0
2,-68.17,-74.98,2.501107,0
2,-67.79,-76.59,2.730935,0
2,-67.27,-71.05,2.782529,0
2,-67.4,-74.53,3.157757,0
2,-67.42,-83.39,3.889453,0
2,-70.72,-81.57,4.269372,0
2,-68.88,-86.51,4.396012,0
2,-67.86,-92.09,4.180255,0
2,-69.96,-89.1,4.63522,0
2,-67.82,-78.61,4.363179,0
2,-68.28,-73.65,4.616458,0
2,-67.51,-75.87,3.805027,0
2,-67.33,-75.37,3.429798,0
2,-67.82,-79.71,3.368823,0
2,-68.55,-80.25,2.965453,0
2,-68.06,-75.55,2.838813,0
2,-66.95,-74.02,2.53394,0
2,-68.98,-79.33,2.27128,0
2,-68.02,-88.68,1.938265,0
2,-67.63,-79.65,1.74596,0
2,-67.87,-82.62,1.534894,0
2,-67.5,-78.4,1.417635,0
2,-67.75,-90.61,1.136214,0
2,-68.03,-76.29,1.276924,0
2,-67.26,-74.31,1.290995,0
2,-69.13,-74.68,1.520823,0
2,-67.51,-72.28,2.078975,0
2,-66.93,-74.05,2.435442,0
2,-68.12,-73.87,2.290041,0
2,-66.7,-73.19,2.4073,0
2,-67.48,-74.49,2.351016,0
2,-69.5,-77.69,2.641818,0
2,-67.62,-72.82,2.210305,0
2,-67.11,-74.25,2.388539,0
2,-67.72,-73,2.716864,0
2,-66.92,-74.95,2.580843,0
2,-68.58,-83.58,3.026427,0
2,-68.6,-74.19,3.265636,0
2,-68.49,-90.91,4.396012,0
2,-68.53,-88.72,4.396012,0
2,-68.1,-86.38,4.663362,0
2,-67.65,-73.84,4.37256,0
2,-69.19,-77.45,4.37256,0
2,-67.73,-76.85,3.481392,0
2,-69.15,-86.83,3.265636,0
2,-68.4,-74.64,3.040498,0
2,-68.91,-79.96,2.641818,0
2,-67.57,-73.67,2.496417,0
2,-68.79,-77.23,2.318183,0
2,-66.94,-78.17,2.064904,0
2,-68.09,-76.91,1.666224,0
2,-67.52,-75.86,1.516132,0
2,-67.38,-73.33,1.694366,0
2,-67.58,-73.12,1.670914,0
2,-68.95,-74.6,1.703747,0
2,-67.21,-75.32,1.778792,0
2,-68.01,-74.13,1.628701,0
2,-68.09,-73.29,1.670914,0
2,-67.39,-72.94,1.553655,0
2,-67.7,-74.94,1.534894,0
2,-67.67,-73.17,1.520823,0
2,-67.15,-76.76,1.492681,0
2,-69.68,-90.55,1.802244,0
2,-67.77,-86.78,1.74127,0
2,-67.01,-77.68,1.849148,0
2,-66.84,-76.78,1.849148,0
2,-69.34,-81.99,1.802244,0
2,-69.22,-89.27,1.722508,0
2,-67.49,-79.52,1.713127,0
2,-67.37,-78,1.708437,0
2,-67.63,-72.95,1.459848,0
2,-67.33,-73.83,1.731889,0
2,-67.98,-76.43,1.985168,0
2,-66.97,-74.33,2.322874,0
2,-67.75,-75.74,2.862265,0
2,-68.55,-74.92,2.749696,0
2,-68.77,-72.93,3.012356,0
2,-67.78,-74.89,3.017047,0
2,-67.86,-75.55,3.214042,0
2,-67.54,-90.16,3.518915,0
2,-72.15,-90.21,3.514224,0
2,-67.74,-78.59,4.288133,0
2,-67.15,-74.94,4.227159,0
2,-69.39,-77.28,4.255301,0
2,-68.59,-80.54,4.358489,0
2,-67.42,-83.47,4.147423,0
2,-67.62,-80.76,4.780621,0
2,-68.86,-75.01,4.264682,0
2,-67.37,-89.38,3.514224,0
2,-67.12,-77.9,3.514224,0
2,-68.03,-72.85,3.040498,0
2,-67.95,-77.72,2.988904,0
2,-67.41,-73.21,3.134306,0
2,-67.37,-78.31,3.012356,0
2,-68.14,-73.65,2.824742,0
2,-67.39,-78.33,2.585534,0
2,-68.06,-89.46,2.53863,0
2,-68.12,-80.6,2.116498,0
2,-67.79,-73.97,1.806935,0
2,-67.44,-94.77,1.534894,0
2,-68.73,-86.28,1.473919,0
2,-66.89,-91.54,1.445777,0
2,-68.39,-91.8,1.520823,0
2,-68.51,-84.02,1.4833,0
2,-67.65,-87.59,1.506752,0
2,-66.98,-80.91,1.553655,0
2,-69.4,-80.47,1.595868,0
2,-66.48,-78.71,1.628701,0
2,-67.83,-79.47,1.652153,0
2,-68.18,-81.41,1.638082,0
2,-68.17,-82.79,1.802244,0
2,-67.01,-73.07,2.172782,0
2,-67.36,-73.21,2.318183,0
2,-67.39,-73.95,2.566772,0
2,-67.81,-73.69,2.848194,0
2,-66.99,-72.61,2.829432,0
2,-68.07,-71.62,2.970143,0
2,-67.2,-75.88,3.415727,0
2,-70.55,-88.31,3.758123,0
2,-68.95,-90.51,3.631483,0
2,-68.02,-83.57,4.597697,0
2,-68.87,-87.81,4.818144,0
2,-68.36,-83.07,4.546103,0
2,-69.25,-92.51,4.006712,0
2,-68.59,-89.82,4.044235,0
2,-70.15,-92.38,3.98795,0
2,-71.28,-92.38,3.973879,0
2,-68.69,-92.17,3.997331,0
2,-68.35,-93.66,3.992641,0
2,-69.44,-91.19,3.884763,0
2,-67.25,-80.34,3.701839,0
2,-68.04,-73.44,3.828478,0
2,-67.03,-75.02,3.143686,0
2,-67.06,-81.34,2.308803,0
2,-69.77,-91.49,2.219686,0
2,-67.03,-86.27,1.971097,0
2,-65.9,-72.44,1.999239,0
2,-67.05,-81.03,2.027381,0
2,-69.22,-79.63,1.300376,0
2,-67.37,-78.53,1.427016,0
2,-67.19,-81.11,1.319137,0
2,-68.06,-79.63,1.305066,0
2,-68.79,-83.67,1.323828,0
2,-68.27,-82.6,1.253472,0
2,-67.34,-81.25,1.295686,0
2,-69.01,-91.19,1.300376,0
2,-69.01,-89.05,1.300376,0
2,-67.7,-82.44,1.361351,0
2,-67.5,-73.7,1.103381,0
2,-68.84,-76.85,1.117452,0
2,-67.15,-72.92,1.047097,0
2,-67.43,-74.66,1.206569,0
2,-67.81,-74.63,1.262853,0
2,-67.66,-72.55,1.234711,0
2,-67.01,-72.84,1.262853,0
2,-67.62,-72.78,1.22533,0
2,-68.62,-74.09,0.95329,0
2,-67.9,-73.09,1.014264,0
2,-67.52,-72.81,0.929838,0
2,-67.73,-71.78,0.943909,0
2,-67.91,-71.92,0.915767,0
2,-68.36,-76.28,0.96267,0
2,-68.34,-74.7,0.939219,0
2,-68,-73.31,1.037716,0
2,-68.04,-73.35,1.014264,0
2,-68.98,-74.45,1.079929,0
2,-67.12,-74.69,0.990812,0
2,-67.66,-73.98,1.042406,0
2,-67.18,-73.6,1.047097,0
2,-67.06,-72.53,0.986122,0
2,-67.87,-73.53,1.009574,0
2,-68.85,-74.01,0.990812,0
2,-68.9,-74.64,1.061168,0
2,-69.42,-74.52,1.023645,0
2,-67.6,-73.1,1.009574,0
2,-66.91,-72.64,1.201879,0
2,-66.81,-72.83,0.667178,0
2,-67.55,-72.19,0.817269,0
2,-67.84,-73.26,0.83134,0
2,-68.09,-75.03,0.882934,0
2,-67.22,-73.66,0.864173,0
2,-68.16,-74.05,0.906386,0
2,-67.78,-75.66,0.943909,0
2,-68.47,-74.95,0.995503,0
2,-68.14,-72.92,1.051787,0
2,-66.39,-73.08,1.126833,0
2,-66.33,-73.11,0.981432,0
2,-68.1,-73.83,0.995503,0
2,-68.07,-72.95,1.08931,0
2,-67.23,-74.52,1.281615,0
2,-67.73,-72.19,1.34728,0
2,-66.7,-71.19,1.450467,0
2,-68.72,-72.79,1.548965,0
2,-68.77,-73.74,1.398873,0
2,-68.59,-73.86,1.35197,0
2,-67.42,-73.28,1.333209,0
2,-67.24,-72.54,1.35197,0
2,-68.07,-72.98,1.384802,0
2,-68.9,-73.2,1.35666,0
2,-68.28,-72.39,1.337899,0
2,-68.02,-74.57,1.375422,0
2,-67.71,-72.55,1.370731,0
2,-67.66,-74.29,1.375422,0
2,-68.46,-74.01,1.35666,0
2,-68.29,-73.73,1.389493,0
2,-68.25,-74.7,1.375422,0
2,-67.03,-71.64,1.427016,0
2,-67.17,-72.55,1.408254,0
2,-67.24,-72.89,1.370731,0
2,-67.67,-73.16,1.459848,0
2,-67.7,-74.01,1.422325,0
2,-67.77,-74.95,1.408254,0
2,-67.49,-73.44,1.422325,0
2,-67.43,-73.64,1.431706,0
2,-67.84,-72.82,1.441087,0
2,-68.11,-72.65,1.455158,0
2,-67.58,-73.57,1.408254,0
2,-67.52,-72.93,1.441087,0
2,-66.07,-74.18,1.459848,0
2,-67.18,-71.67,1.47861,0
2,-66.78,-74.04,1.455158,0
2,-67.78,-72.49,1.464538,0
2,-67.49,-72.96,1.422325,0
2,-67.07,-73.16,1.492681,0
2,-66.52,-74.68,1.412945,0
2,-67.6,-74,1.398873,0
2,-67.07,-72.42,1.422325,0
2,-68.38,-72.94,1.417635,0
2,-67.58,-72.21,1.398873,0
2,-66.68,-72.22,1.464538,0
2,-66.99,-72.87,1.422325,0
2,-67.89,-72.5,1.431706,0
2,-68.55,-77.16,0.915767,0
2,-67.35,-73.42,0.807889,0
2,-68.02,-76.29,1.337899,0
2,-66.93,-72.54,1.000193,0
2,-66.75,-72.53,0.915767,0
2,-68.37,-74.54,0.906386,0
2,-69.05,-75.83,0.873554,0
2,-68.58,-78.58,0.859482,0
2,-67.94,-73.82,1.35666,0
2,-67.26,-73.78,1.703747,0
2,-67.4,-91.63,1.61463,0
2,-67.94,-73.1,1.708437,0
2,-67.94,-96.12,2.27597,0
2,-67.64,-72.31,1.581797,0
2,-67.46,-72.18,1.380112,0
2,-66.85,-72.7,1.469229,0
2,-67.72,-81.18,1.760031,0
2,-68.78,-87.98,2.829432,0
2,-69.42,-95.06,3.500153,0
2,-68.8,-82.57,3.246874,0
2,-67.24,-77.65,3.490773,0
2,-68.24,-79.78,4.133352,0
2,-68.26,-87.98,4.11928,0
2,-70.31,-76.63,4.438225,0
2,-69.43,-81.38,4.320966,0
2,-68.74,-76.97,4.044235,0
2,-68.79,-82.03,3.561128,0
2,-68.78,-89.02,3.706529,0
2,-68.59,-88.75,3.833169,0
2,-68.94,-89.72,3.833169,0
2,-69.21,-74.38,3.959808,0
2,-66.68,-72.46,3.917595,0
2,-67.91,-89.05,3.378204,0
2,-68.57,-84.58,3.359443,0
2,-70.06,-81.93,3.148377,0
2,-68.69,-76.16,2.965453,0
2,-68.29,-79.18,2.707483,0
2,-67.09,-76.82,2.735625,0
2,-67.76,-82.4,2.346326,0
2,-69.45,-73.7,1.802244,0
2,-68.73,-78.2,1.727198,0
2,-67.25,-84.03,1.370731,0
2,-67.14,-73.67,1.342589,0
2,-68.92,-82.61,1.380112,0
2,-68.52,-78.5,1.624011,0
2,-68.71,-77.08,2.027381,0
2,-69.5,-88.36,2.463585,0
2,-67.78,-86.68,2.52925,0
2,-67.25,-80.68,3.012356,0
2,-67.85,-78.48,3.532986,0
2,-69.34,-79.73,3.612722,0
2,-68.99,-90.66,3.85193,0
2,-68.31,-85.62,4.142732,0
2,-67.05,-77.93,3.837859,0
2,-67.84,-82.82,3.85662,0
2,-67.98,-76.25,3.570509,0
2,-68.18,-75.54,3.411037,0
2,-68.13,-76.25,3.32192,0
2,-67.04,-73.35,3.228113,0
2,-67.93,-75.46,2.923239,0
2,-69.29,-75.9,2.637128,0
2,-67.72,-83.16,2.562082,0
2,-68.73,-72.8,2.393229,0
2,-68.05,-74.63,2.116498,0
2,-68.09,-74.88,1.891361,0
2,-67.17,-75.7,1.572417,0
2,-67.78,-76.38,1.314447,0
2,-67.97,-93.93,1.037716,0
2,-68.82,-80.72,1.145594,0
2,-68.14,-81.47,1.600559,0
2,-68.88,-78.18,1.783483,0
2,-68.33,-86.45,2.430752,0
2,-68.78,-89.66,2.501107,0
2,-68.32,-80.08,2.712173,0
2,-66.87,-87.76,3.420417,0
2,-67.96,-89.53,3.472011,0
2,-69.08,-81.25,3.439179,0
2,-68.99,-93.35,3.7206,0
2,-68.32,-76.33,4.790002,0
2,-68.78,-91.15,4.527342,0
2,-68.82,-80.3,4.452296,0
2,-67.95,-91.33,4.058306,0
2,-68.32,-75.38,3.941047,0
2,-68.67,-81.96,3.936357,0
2,-67.62,-82.36,3.880072,0
2,-68.56,-80.88,4.292824,0
2,-68.4,-79.81,3.729981,0
2,-68.05,-76.27,3.772194,0
2,-66.69,-77.33,3.767504,0
2,-67.2,-74.68,3.828478,0
2,-68.07,-78.55,3.542367,0
2,-67.92,-74.73,3.167138,0
2,-67.89,-79.65,2.824742,0
2,-67.89,-75.17,2.80129,0
2,-67.37,-75.13,2.458894,0
2,-67.47,-91.32,2.088356,0
2,-68.79,-72.66,1.999239,0
2,-67,-77.4,1.595868,0
2,-67.97,-86.02,1.290995,0
2,-67.8,-83.48,1.239401,0
2,-68.64,-83.28,1.117452,0
2,-68.49,-75.3,0.995503,0
2,-68.2,-81.53,1.061168,0
2,-67.53,-76.43,1.314447,0
2,-68.05,-77.21,1.867909,0
2,-67.99,-76.64,2.032072,0
2,-68.35,-80.05,2.064904,0
2,-67.85,-79.31,2.773148,0
2,-67.48,-77.45,3.017047,0
2,-68.52,-86.42,3.246874,0
2,-69.52,-93.4,2.998285,0
2,-68.79,-87.43,3.171828,0
2,-68.37,-88.17,3.542367,0
2,-67.11,-74.23,3.744052,0
2,-68.31,-79.71,4.077067,0
2,-69.46,-90.08,4.414773,0
2,-67.63,-89.18,4.184945,0
2,-68.37,-84.75,4.184945,0
2,-68.46,-81.09,4.175565,0
2,-68.95,-84.54,4.147423,0
2,-68.53,-80.22,4.213088,0
2,-68.39,-82.3,4.184945,0
2,-68.21,-80.28,4.199017,0
2,-68.96,-78.81,4.25061,0
2,-68.9,-82.15,4.208397,0
2,-68.08,-79.52,4.231849,0
2,-67.96,-78.29,4.236539,0
2,-68.54,-85.29,4.466367,0
2,-67.66,-77.89,3.959808,0
2,-69.08,-76.19,4.269372,0
2,-67.82,-74.29,4.292824,0
2,-68.1,-84.38,4.24592,0
2,-69.52,-79.7,4.25061,0
2,-68.65,-78.86,4.189636,0
2,-68.05,-76.62,4.316275,0
2,-67.9,-75.45,4.24123,0
2,-68.37,-75.27,4.170874,0
2,-69.45,-76.73,4.142732,0
2,-69.07,-75.61,4.142732,0
2,-67.49,-73.41,4.166184,0
2,-68.45,-75.18,4.269372,0
2,-68.16,-75.3,4.236539,0
2,-69.02,-76.48,4.264682,0
2,-67.97,-76.16,4.156803,0
2,-67.96,-74.85,4.142732,0
2,-67.42,-74.02,3.711219,0
2,-70.13,-81.5,3.776884,0
2,-68.27,-78.95,3.434488,0
2,-69.02,-78.27,3.340681,0
2,-69.32,-78,3.32661,0
2,-68.39,-74.34,3.331301,0
2,-68.44,-75.07,3.284397,0
2,-69.41,-74.95,3.307849,0
2,-68.26,-75.63,3.289087,0
2,-71.25,-78.85,3.256255,0
2,-68.16,-77.15,3.284397,0
2,-67.82,-73.46,3.378204,0
2,-68.28,-76.73,3.364133,0
2,-69,-77.76,3.317229,0
2,-67.4,-75.82,3.312539,0
2,-66.89,-74.03,3.293778,0
2,-67.49,-77.23,3.345372,0
2,-68.28,-76.73,3.317229,0
2,-68.66,-76.42,3.340681,0
2,-67.31,-74.81,3.364133,0
2,-66.92,-74.39,3.396966,0
2,-69.2,-77.85,3.312539,0
2,-68.33,-78.42,3.270326,0
2,-67.41,-72.95,3.148377,0
2,-67.76,-75.44,2.815361,0
2,-68.23,-73.11,2.632437,0
2,-68.47,-77.33,2.13526,0
2,-69.86,-79.82,1.708437,0
2,-69.05,-76.72,1.244092,0
2,-67.67,-85.5,1.35666,0
2,-66.52,-79.4,1.703747,0
2,-68.16,-74.83,2.196234,0
2,-68.55,-83.15,2.562082,0
2,-69.39,-81.76,2.815361,0
2,-67.16,-77.39,4.668052,0
2,-70.89,-87.47,3.701839,0
2,-67.04,-73.32,3.84724,0
2,-67.9,-75.69,4.067687,0
2,-69.08,-80.05,4.37256,0
2,-68.71,-76.75,4.353798,0
2,-67.64,-77.25,4.236539,0
2,-67.68,-78.94,4.039544,0
2,-68.84,-95.29,4.424154,0
2,-69.34,-90.25,3.706529,0
2,-68.45,-80.72,3.842549,0
2,-69.44,-91.34,4.700885,0
2,-69.66,-89.19,4.039544,0
2,-67.7,-73.44,4.166184,0
2,-68.15,-78,3.758123,0
2,-68.46,-79.84,3.401656,0
2,-68.15,-76.24,3.223422,0
2,-67.72,-73.4,2.909168,0
2,-66.89,-73.87,2.749696,0
2,-68.91,-81.93,2.53394,0
2,-69.4,-92.33,1.896051,0
2,-67.78,-73.35,1.933574,0
2,-67.48,-79.23,2.064904,0
2,-68.16,-77.15,2.01331,0
2,-68.55,-77.05,2.00393,0
2,-69.92,-90.4,1.788173,0
2,-68.75,-74.67,1.87729,0
2,-68.45,-73.56,1.684985,0
2,-66.89,-75.42,1.337899,0
2,-68.23,-74.11,1.516132,0
2,-68.37,-74.69,1.830386,0
2,-67.97,-79.14,3.068641,0
2,-67.19,-89.93,2.974833,0
2,-68.48,-91.7,3.664316,0
2,-69.09,-80.95,3.650245,0
2,-68.8,-95.13,3.626793,0
2,-66.94,-85.44,4.175565,0
2,-68.15,-80.96,3.500153,0
2,-69.72,-75.81,3.678387,0
2,-67.65,-77.88,3.781575,0
2,-69.89,-89.46,3.973879,0
2,-69.43,-88.61,4.358489,0
2,-69.43,-87.91,4.349108,0
2,-68.67,-80.77,4.255301,0
2,-69.25,-86.99,4.414773,0
2,-68.54,-87.67,4.452296,0
2,-67.31,-84.32,4.602387,0
2,-67.38,-79.71,4.574245,0
2,-67.87,-85.51,4.400702,0
2,-69.72,-84.35,4.386631,0
2,-68.48,-81.37,4.38194,0
2,-67.55,-82.66,4.320966,0
2,-67.41,-82.7,4.363179,0
2,-68.46,-75.85,4.077067,0
2,-69.38,-75.42,3.833169,0
2,-69.04,-80.81,3.636174,0
2,-67.79,-76.08,4.564864,0
2,-67.48,-83.22,4.184945,0
2,-68.05,-82.92,4.578935,0
2,-69.79,-78.27,4.616458,0
2,-68.6,-73.27,4.208397,0
2,-69.38,-91.41,3.781575,0
2,-67.29,-75.04,4.485128,0
2,-68.26,-79.56,3.936357,0
